concepticon_id,name,description,final_synset,synonym,wordnet_id,count,definition,same_synset,annotation,comment
1063,nephew,A son of someone's brother or sister.,n10353355,nephew,n10353355,286,a son of your brother or sister,same,1,NA
1642,niece,A daughter of someone’s brother or sister.,n10357613,niece,n10357613,216,a daughter of your brother or sister,same,1,NA
1643,cousin,The child of the sibling of a parent of a person.,n09972010,cousin,n09972010,1203,the child of your aunt or uncle,same,1,NA
1643,cousin,The child of the sibling of a parent of a person.,n09972010,cousin-german,NA,NA,NA,different,0,NA
1669,ancestors,"Person from whom a person is descended, whether on the father's or mother's side, at any number of generations.",n09792555,antecedent,n07326880,11,a preceding occurrence or cause or event,different,0,NA
1669,ancestors,"Person from whom a person is descended, whether on the father's or mother's side, at any number of generations.",n09792555,ancestor,n09792555,429,someone from whom you are descended (but usually more remote than a grandparent),same,1,NA
1669,ancestors,"Person from whom a person is descended, whether on the father's or mother's side, at any number of generations.",n09792555,ascendent,NA,NA,NA,different,0,NA
1669,ancestors,"Person from whom a person is descended, whether on the father's or mother's side, at any number of generations.",n09792555,root,n13125117,641,(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground,different,0,NA
1669,ancestors,"Person from whom a person is descended, whether on the father's or mother's side, at any number of generations.",n09792555,ascendant,s00791631,11,most powerful or important or influential,different,0,NA
490,descendants,One who is the progeny of someone at any distance of time.,n08369220,posterity,n08369142,26,all future generations,different,1,NA
490,descendants,One who is the progeny of someone at any distance of time.,n08369220,descendants,NA,NA,NA,different,1,NA
2255,father-in-law (of man),The father-in-law of a man.,n10082043,father-in-law,NA,NA,NA,different,1,NA
2254,father-in-law (of woman),The father-in-law of a woman.,n10082043,father-in-law,NA,NA,NA,different,1,NA
2257,mother-in-law (of man),The mother-in-law of a man.,n10333317,mother-in-law,NA,NA,NA,different,1,NA
2256,mother-in-law (of woman),The mother-in-law of a woman.,n10333317,mother-in-law,NA,NA,NA,different,1,NA
2267,son-in-law (of man),The son-in-law of a man.,n10624915,son-in-law,NA,NA,NA,different,1,NA
2266,son-in-law (of woman),The son-in-law of a woman.,n10624915,son-in-law,NA,NA,NA,different,1,NA
2265,daughter-in-law (of man),The daughter-in-law of a man.,n9993040,daughter-in-law,NA,NA,NA,different,1,NA
2264,daughter-in-law (of woman),The daughter-in-law of a woman.,n9993040,daughter-in-law,NA,NA,NA,different,1,NA
237,stepfather,"The husband of one's biological mother, other than one's biological father.",n10654701,stepfather,n10654701,121,the husband of your mother by a subsequent marriage,same,1,NA
236,stepmother,"The wife of one's biological father, other than one's biological mother.",n10654827,stepmother,n10654827,125,the wife of your father by a subsequent marriage,same,1,NA
1059,stepson,The son of one's spouse and his or her previous partner.,n10655075,stepson,n10655075,24,the son your spouse by a former marriage,same,1,NA
1058,stepdaughter,The daughter of one's spouse and his or her previous partner.,n10654596,stepdaughter,n10654596,30,a daughter of your spouse by a former marriage,same,1,NA
1149,orphan,"A person one or both of whose parents have died, especially a minor.",n10384392,orphan,n10384392,207,a child who has lost both parents,same,1,NA
1756,widow,A woman whose spouse has died.,n10780284,widow,n10780284,439,a woman whose husband is dead especially one who has not remarried,same,1,NA
1981,widower,A man whose spouse has died.,n10780506,widowman,NA,NA,NA,different,1,NA
1981,widower,A man whose spouse has died.,n10780506,widower,n10780506,58,a man whose wife is dead especially one who has not remarried,same,1,NA
1644,relatives,"A person that is considered to be of the same family due to shared ancestors, marriage or adoption.",n10235549,relative,n10235549,703,a person related by blood or marriage,same,1,NA
1644,relatives,"A person that is considered to be of the same family due to shared ancestors, marriage or adoption.",n10235549,relation,n00040962,596,(usually plural) mutual dealings or connections among persons or groups,different,0,NA
194,family,"A group comprising parents, offsprings and others closely related or associated with them.",n07970406,family,n08078020,6059,a social unit living together,different,1,NA
1209,i,The speaker or writer referring to himself or herself alone.,n.a.,NA,NA,NA,NA,different,1,"if there is no synonym listed but annotation says 1, it indicates to include name_clean"
1215,thou,The person addressed.,n.a.,NA,NA,NA,NA,different,1,NA
262,he or she or it,"Third person singular pronoun, regardless of gender/sex.",n.a.,NA,NA,NA,NA,different,1,NA
1212,we,The speaker or writer and at least one other person.,n.a.,NA,NA,NA,NA,different,1,NA
1131,we (inclusive),"Inclusive we: I and at least one other person, including the addressed person(s) (pronoun 1st person plural with 2nd person).",n.a.,NA,NA,NA,NA,different,1,NA
1130,we (exclusive),"Exclusive we: I and at least one other person, but not the addressed person (you) (pronoun 1st person plural without 2nd person).",n.a.,NA,NA,NA,NA,different,1,NA
1213,you,The group of persons addressed.,n.a.,NA,NA,NA,NA,different,1,NA
817,they,"The third person plural of the personal pronoun that designates more than one person or animal, thing or idea which have already been mentioned previously.",n.a.,NA,NA,NA,NA,different,1,NA
619,animal,"Any living organism characterized by voluntary movement, the possession of cells with noncellulose cell walls and specialized sense organs enabling rapid response to stimuli, and the ingestion of complex organic substances such as plants and other animals.",n00015388,fauna,n00015388,29,a living organism characterized by voluntary movement,same,1,NA
619,animal,"Any living organism characterized by voluntary movement, the possession of cells with noncellulose cell walls and specialized sense organs enabling rapid response to stimuli, and the ingestion of complex organic substances such as plants and other animals.",n00015388,brute,n09845589,40,a cruelly rapacious person,different,0,NA
619,animal,"Any living organism characterized by voluntary movement, the possession of cells with noncellulose cell walls and specialized sense organs enabling rapid response to stimuli, and the ingestion of complex organic substances such as plants and other animals.",n00015388,beast,n00015388,648,a living organism characterized by voluntary movement,same,1,NA
619,animal,"Any living organism characterized by voluntary movement, the possession of cells with noncellulose cell walls and specialized sense organs enabling rapid response to stimuli, and the ingestion of complex organic substances such as plants and other animals.",n00015388,creature,n00015388,1369,a living organism characterized by voluntary movement,same,1,NA
619,animal,"Any living organism characterized by voluntary movement, the possession of cells with noncellulose cell walls and specialized sense organs enabling rapid response to stimuli, and the ingestion of complex organic substances such as plants and other animals.",n00015388,animal,n00015388,3266,a living organism characterized by voluntary movement,same,1,NA
2263,male (of animal),Relating to the male sex of animals.,a01476685,male,a01476685,833,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,same,1,NA
2262,female (of animal),Relating to the female sex of animals (adjective).,a01477806,female,a01477806,1255,being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop,same,1,NA
631,livestock,"Cattle, horses, and similar animals kept for domestic use especially on a farm.",n01887474,livestock,n01887474,183,any animals kept for use or profit,same,1,NA
631,livestock,"Cattle, horses, and similar animals kept for domestic use especially on a farm.",n01887474,stock,n13333833,1406,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity),different,0,NA
649,pasture,Land covered with grass or herbage and grazed by or suitable for grazing by livestock.,n08616050,pastureland,n08616050,11,a field covered with grass or herbage and suitable for grazing by livestock,same,1,NA
